honor		verb	TransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Malcolm X honored Parks when he asked him to be the godfather of his daughter , Qubilah Shabazz .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The school was most famous for educating Tricia Nixon Cox , daughter of former US President Richard Nixon .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1999 , she married Lachlan Murdoch , son of Australian media mogul Rupert Murdoch .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Shine Limited was founded in March 2001 by Elisabeth Murdoch , daughter of News Corporation CEO Rupert Murdoch .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Priyanka Gandhi is the daughter of Rajiv Gandhi and Sonia Gandhi .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Elisabeth Murdoch , daughter of News Corporation chairman Rupert Murdoch , persuaded her father to buy the rights for an American adaptation .
second daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	His second wife is Elisabeth Murdoch , second daughter of media magnate Rupert Murdoch , head of News Corporation .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In the Book of Genesis , Hul is the son of Aram , son of Shem .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Lud , son of Shem .
direct descendant	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In Genesis 10:23 , Uz is the son of Aram , a direct descendant of Shem .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Aram , son of Shem .
grandson	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The senior CIA officer was Kermit Roosevelt , Jr. , the grandson of American president Theodore Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Quentin Roosevelt , the youngest son of President Theodore Roosevelt , and Irby Curry .
third son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	His paternal grandfather was Archibald Roosevelt , Sr. , the third son of Theodore Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Kermit was named for Kermit Roosevelt , son of President Theodore Roosevelt , and incorporated in 1909 .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Quentin Roosevelt , the son of US President Theodore Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	During his stay at LaTourette , Edward Arlington Robinson corresponded with Kermit Roosevelt , son of President Theodore Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Her mother was the daughter of Archibald Roosevelt , son of President Theodore Roosevelt and Edith Kermit Carow .
widow	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Edith Kermit Roosevelt , widow of former President Theodore Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Quentin Roosevelt -LRB- November 19 , 1897 -- July 14 , 1918 -RRB- was the youngest son of President Theodore Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Lieutenant Quentin Roosevelt , the youngest son of President Theodore Roosevelt was assigned to the 95th .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	She was escorted by Quentin Roosevelt , son of President Theodore Roosevelt , although her father did not approve of young Roosevelt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	President Thomas Jefferson and the best friend of Quentin Roosevelt , the youngest son of President Theodore Roosevelt .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	He was married to actress Alison Eastwood , the daughter of famous actor Clint Eastwood , for 10.5 months .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Gwilym Lloyd George , younger son of former Liberal leader David Lloyd George , remained as Home Secretary .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	`` Mommie Dearest '' is a memoir and exposé written by Christina Crawford , the adopted daughter of actress Joan Crawford .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The outgoing recipient is Francesca Eastwood , daughter of Clint Eastwood and Frances Fisher .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	He was married briefly to Galina Brezhneva , the daughter of Leonid Brezhnev , a union which lasted only 9 days .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1647 , she received a proposal from Johan Oxenstierna , son of Axel Oxenstierna .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	It is read by David Troughton , the son of Patrick Troughton who played the Doctor in this story .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	David Troughton is the son of Second Doctor actor Patrick Troughton .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The document records a pseudepigraphal conversation between the biblical figure Lamech , son of Methuselah , and his son , Noah .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Profaci 's niece Rosalie Profaci was married to Salvatore Bonanno , the son of Bonanno crime family boss Joseph Bonanno .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Until June 2007 , Aliyev was married to Dariga Nazarbayeva , the eldest daughter of Kazakh President Nursultan Nazarbayev .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1976 he had a brief relationship with Tessa Dahl , daughter of the children 's author Roald Dahl .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Dariga Nazarbayeva , daughter of Kazakh president Nursultan Nazarbayev , founded and controlled the company .
have		verb	TransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	In the seventh reading -LRB- , `` aliyah '' -RRB- , Methuselah had a son Lamech and lived 969 years .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	He is the grandson of Evelyn Waugh , the eldest son of Auberon Waugh , and the brother of Daisy Waugh .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On 1 July 1961 , Lady Teresa married the author Auberon Waugh , eldest son of Evelyn Waugh .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Also living with the Rosses was Adela Pankhurst , the daughter of famed British suffragette Emmeline Pankhurst .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Nahor , son of Terah .
die	in	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Haran died in Ur of the Chaldees , in the presence Terah .
adopt son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The series stars Ronnie Burns , the adopted son of George Burns and Gracie Allen .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Captain Nathan Boone , a son of Daniel Boone , was the scout for Lea 's unit .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	-LRB- Jorgensen was a co-founder with Ronnie Burns , son of George Burns and Gracie Allen , and film editor Robert Estrin .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Army also assigned Nathan Boone , son of the famous explorer Daniel Boone , to the post .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Ronnie Burns , son of George Burns and Gracie Allen , made a guest appearance as `` Wallace '' on one episode .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Robert Ellsberg , son of Daniel Ellsberg is the editor-in chief and publisher of Orbis Books , the publishing arm of Maryknoll .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Captain Nathan Boone , son of Daniel Boone , explored the vicinity of the park in 1843 on an expedition originating from Ft.
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Bentley is the grandson of actor Robert Mitchum , the son of actor Christopher Mitchum and the nephew of actor James Mitchum .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Barron Hilton , son of Conrad Hilton , founded Conrad Hotels , taking the name from that of his father .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On 12 October 1921 , Guangzhou No. 1 Park was inaugurated by Mayor Sun Fo , the son of Sun Yat-sen .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Chargers ' original owner was hotel heir Barron Hilton , son of Hilton Hotels founder Conrad Hilton .
second son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Actor Christopher Mitchum , second son of Robert Mitchum , starred in the film .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Former army officer and left-wing politician Ollanta Humala narrowly defeated Keiko Fujimori , daughter of imprisoned former President Alberto Fujimori .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Padmaja Naidu -LRB- 1900 - May 2 , 1975 -RRB- was the daughter of Sarojini Naidu .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Mago was the third son of Hamilcar Barca , brother to Hannibal and Hasdrubal , and brother-in-law to Hasdrubal the Fair .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The party is led by Keiko Fujimori , daughter of former president Alberto Fujimori and former congresswoman .
eldest child	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Rockwell 's paternal half-sister is actress Rhonda Ross Kendrick , the eldest child of Diana Ross .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Willow Smith is the daughter of musician-actor Will Smith and actress Jada Pinkett Smith .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In July 2013 , it was reported that Simpson had begun dating actor Evan Ross , son of singer Diana Ross .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Marko Ahtisaari is the son of Martti Ahtisaari , a former UN diplomat , President of Finland .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Rand Paul , the son of long-term United States Representative Ron Paul , is a member of the Republican Party and a U.S.
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Charles Calvert , son of Maryland 's founding governor Cecil Calvert , built a home in the area in 1674 .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Natalya Bondarchuk was born in Moscow to Ukrainian actor Sergei Bondarchuk and the Russian actress Inna Makarova .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Jack Linkletter , son of Art Linkletter , conducted some of the interviews in 1962 .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Pollack is married to the well-known television journalist Andrea Koppel , the daughter of Ted Koppel .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	A conflict arose between Regent Sten and archbishop Gustav Trolle , son of Eric Trolle .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Her mother Elfriede Geiringer -LRB- 1905 -- 1998 -RRB- married Otto Frank , father of Anne Frank , in November 1953 .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Fouad Jumblatt was the father of Kamal Jumblatt , and grandfather of the Druze political leader , Walid Jumblatt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	A prevalent belief among early commentators was that Job descended from the line of Esau , the son of Ishaq .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The new building was dedicated by Rolf McPherson , son of Aimee Semple McPherson who founded the Foursquare denomination .
maternal uncle	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	His father was also the maternal uncle of Saddam Hussein , whom would later marry Khairallah 's siter , Sajida Talfah .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	It is owned by Wen Yunsong , son of China 's prime minister Wen Jiabao .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Shruti Haasan was born on 28 January 1986 to actors Kamal Haasan and Sarika Thakur in Chennai , India .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The music was composed by Shruti Haasan , daughter of Kamal Haasan .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The music is composed by Shruti Haasan , daughter of Kamal Haasan .
bequeath mattawoman	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	George Mason bequeathed Mattawoman and all his lands upon Chicamuxen and Mattawoman creeks to his son William Mason .
give island	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	George Mason gave the island to his fourth son John Mason in 1792 .
nephew	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	John Thomson Mason , a nephew of George Mason , bought the house in 1798 .
grandson	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Thomson Mason , a grandson of George Mason , built a summer residence on the property in 1825 .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The movie was directed by Nick Cassavetes , son of Gena Rowlands .
grandson	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	One of the Society 's patrons is Oliver Berliner , grandson of the recording pioneer Emile Berliner .
granddaughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On his return in 67 BC , he married Pompeia , a granddaughter of Sulla , whom he later divorced .
granddaughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On his return in 67 BC , he married Pompeia , a granddaughter of Sulla .
first daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	This Pompeius married Cornelia Sulla , the first daughter of dictator Lucius Cornelius Sulla .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The channel was the subject of the 2004 documentary ' , which was directed by Alexandra Cassavetes , daughter of John Cassavetes .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Lyudmila Zhivkova , daughter of Todor Zhivkov , promoted Bulgaria 's national heritage , culture and arts on a global scale .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	During the Communist regime in Bulgaria , Slavkov married Lyudmila Zhivkova , daughter of Bulgaria 's Communist leader Todor Zhivkov .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Aizu Hoshina were descended from Hoshina Masayuki , a son of Tokugawa Hidetada , adopted by Hoshina Masamitsu .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The founder was Hoshina Masayuki , the son of shōgun Tokugawa Hidetada and the grandson of Ieyasu .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	There , The Undertaker abducted Stephanie McMahon , the daughter of chairman Vince McMahon .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Anne Hutchinson was the daughter of Edward Hutchinson of Alford , and the sister of Mary Hutchinson , Wheelwright 's second wife .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On 6 December 1995 he married Diana Lee Inosanto , daughter of Dan Inosanto .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Ilham Aliyev is the son of Heydar Aliyev , who was Azerbaijan 's president from 1993 -- 2003 .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	At Harvard his roommate was Mir Murtaza Bhutto -- son of former Pakistan 's Prime minister Zulfikar Ali Bhutto .
power	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	President Ilham Aliyev , inherited power from his late father Heydar Aliyev , who maintains an extensive cult of personality .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The current MP from here is Sandeep Dikshit , the son of Delhi 's Ex-Chief Minister Sheila Dikshit .
